rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_orbtper,pl_orblper,pl_rvamp,pl_eqt,pl_insol,pl_massj,pl_msinij,pl_masse,pl_msinie,pl_bmasse,pl_rade,pl_rads,pl_trandep,pl_trandur,pl_tranmid,pl_tsystemref,pl_imppar,pl_occdep,pl_ratdor,pl_ratror,pl_def_reflink,pl_disc,pl_disc_reflink,pl_locale,pl_facility,pl_telescope,pl_instrument,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,pl_publ_date,hd_name,hip_name,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,gaia_plx,gaia_dist,st_pmra,st_pmdec,st_pm,gaia_pmra,gaia_pmdec,gaia_pm,st_radv,st_sp,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age,st_vsini,st_acts,st_actr,st_actlx,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_vj,st_bj,st_rc,st_ic,st_j,st_h,st_k,st_wise1,st_wise2,st_wise3,st_wise4,st_irac1,st_irac2,st_irac3,st_irac4,st_mips1,st_mips2,st_mips3,st_iras1,st_iras2,st_iras3,st_iras4,st_photn,st_umbj,st_bmvj,st_vjmic,st_vjmrc,st_jmh2,st_hmk2,st_jmk2,st_bmy,st_m1,st_c1,st_colorn
20,42 Dra,b,42 Dra b,Radial Velocity,1,479.10000000,1.190000,0.380000,,3.88000,Msini,,,0,0,0,0,18h25m59.14s,276.496399,+65d33m48.5s,65.563484,90.86,4.820,V (Johnson),4.364,4200.00,0.98,22.03,2014-05-14,0,1,0,0,0,0,1.31000e+01,2452757.400000,218.7000,110.500,,,,3.88000,,1233.13000,1233.13000,,,,,,,,,,,<a refstr=DOELLINGER_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...499..935D target=ref> Doellinger et al. 2009 </a>,2008,<a refstr=DOELLINGER_ET_AL__2009 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...499..935D target=ref> Doellinger et al. 2009 </a>,Ground,Thueringer Landessternwarte Tautenburg,2.0 m Alfred Jensch Telescope,Coude Echelle Spectrograph,3,0,22,18,http://exoplanet.eu/catalog/42_dra_b/,http://exoplanets.org/detail/42_Dra_b,2009-06,HD 170693,HIP 90344,18.43309326,95.419171,27.125611,342.267090,87.183386,11.01,11.01,90.86,105.200,-25.100,108.200,105.200,-25.100,108.200,31.79,5.15,K1.5 III,1.71,,,-0.460,[Fe/H],9.490,1.0000,,,,,2,0,1,1,0,3,0,7.120,4.820,6.010,,,2.949,2.197,2.085,-0.152,0.372,2.022,1.892,,,,,,,,1.445e+00,1.663e+00,1.755e+00,-9.840e-01,20,1.110,1.190,,,0.752,0.112,0.864,,,,7
21,47 UMa,b,47 UMa b,Radial Velocity,3,1078.00000000,2.100000,0.032000,,2.53000,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,5.050,V (Johnson),4.831,5892.00,1.03,1.23,2014-05-14,0,1,0,0,0,0,1.52000e+02,2451917.000000,334.0000,48.400,,,,2.53000,,804.08000,804.08000,,,,,,,,,,,<a refstr=GREGORY___FISCHER_2010 href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,1996,<a refstr=BUTLER___MARCY_1996 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1996ApJ...464L.153B target=ref> Butler & Marcy 1996 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,62,42,http://exoplanet.eu/catalog/47_uma_b/,http://exoplanets.org/detail/47_UMa_b,1996-06,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,72.45,72.45,13.80,-317.600,55.000,322.400,-317.600,55.000,322.400,11.10,4.00,G0 V,4.27,,,0.000,[Fe/H],7.300,2.9000,0.154,-5.020,,,10,0,1,9,0,4,3,5.790,5.050,5.660,,,3.960,3.736,3.750,3.556,3.143,3.586,3.553,,,,,3.568e+00,3.465e+00,,3.130e+00,3.262e+00,1.184e+00,-9.160e-01,28,0.130,0.610,,,0.224,-0.014,0.210,0.392,0.199,0.355,11
22,47 UMa,c,47 UMa c,Radial Velocity,3,2391.00000000,3.600000,0.098000,,0.54000,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,5.050,V (Johnson),4.831,5892.00,1.03,1.23,2014-05-14,0,1,0,0,0,0,2.61000e+02,2452441.000000,295.0000,8.000,,,,0.54000,,171.62100,171.62100,,,,,,,,,,,<a refstr=GREGORY___FISCHER_2010 href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,2001,<a refstr=FISCHER_ET_AL__2002 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...564.1028F target=ref> Fischer et al. 2002 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,48,42,http://exoplanet.eu/catalog/47_uma_c/,http://exoplanets.org/detail/47_UMa_c,2002-01,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,72.45,72.45,13.80,-317.600,55.000,322.400,-317.600,55.000,322.400,11.10,4.00,G0 V,4.27,,,0.000,[Fe/H],7.300,2.9000,0.154,-5.020,,,10,0,1,9,0,4,3,5.790,5.050,5.660,,,3.960,3.736,3.750,3.556,3.143,3.586,3.553,,,,,3.568e+00,3.465e+00,,3.130e+00,3.262e+00,1.184e+00,-9.160e-01,28,0.130,0.610,,,0.224,-0.014,0.210,0.392,0.199,0.355,11
23,47 UMa,d,47 UMa d,Radial Velocity,3,14002.00000000,11.600000,0.160000,,1.64000,Msini,,,0,0,0,0,10h59m27.97s,164.866562,+40d25m48.9s,40.430256,13.80,5.050,V (Johnson),4.831,5892.00,1.03,1.23,2014-05-14,0,1,0,0,0,0,8.40000e+02,2451736.000000,110.0000,13.800,,,,1.64000,,521.22000,521.22000,,,,,,,,,,,<a refstr=GREGORY___FISCHER_2010 href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,2009,<a refstr=GREGORY___FISCHER_2010 href=http://adsabs.harvard.edu/abs/2010MNRAS.403..731G target=ref> Gregory &amp; Fischer 2010 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,41,42,http://exoplanet.eu/catalog/47_uma_d/,,2010-04,HD 95128,HIP 53721,10.99110413,175.782531,63.369127,149.069855,31.061608,72.45,72.45,13.80,-317.600,55.000,322.400,-317.600,55.000,322.400,11.10,4.00,G0 V,4.27,,,0.000,[Fe/H],7.300,2.9000,0.154,-5.020,,,10,0,1,9,0,4,3,5.790,5.050,5.660,,,3.960,3.736,3.750,3.556,3.143,3.586,3.553,,,,,3.568e+00,3.465e+00,,3.130e+00,3.262e+00,1.184e+00,-9.160e-01,28,0.130,0.610,,,0.224,-0.014,0.210,0.392,0.199,0.355,11
24,51 Eri,b,51 Eri b,Imaging,1,,13.200000,,,2.00000,Mass,,,0,0,0,1,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,29.40,5.230,V (Johnson),5.122,,1.75,,2015-08-14,0,0,1,1,0,0,4.49000e+02,,,,700,,2.00000,,635.66000,,635.66000,,,,,,,,,,,<a refstr=MACINTOSH_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015Sci...350...64M target=ref>Macintosh et al. 2015</a>,2015,<a refstr=MACINTOSH_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015Sci...350...64M target=ref>Macintosh et al. 2015</a>,Ground,Gemini Observatory,8.19 m Gemini South Telescope,Gemini Planet Imager,3,0,20,24,http://exoplanet.eu/catalog/51_eri_b/,,2015-08,HD 29391,HIP 21547,4.62670339,198.612620,-30.657612,67.313442,-24.305028,,33.58,29.78,44.400,-63.800,77.700,44.400,-63.800,77.700,17.30,3.00,F0 IV,,0.850,,-0.027,[M/H],0.020,71.8000,,,30.120,,1,0,1,0,0,3,0,5.550,5.230,5.510,5.380,4.889,4.744,4.770,4.537,4.543,4.310,4.575,4.390,,,,,4.487e+00,3.823e+00,,4.244e+00,3.575e+00,1.184e+00,-9.160e-01,31,0.040,0.280,0.326,0.165,-0.026,0.233,0.207,,,,10
25,51 Peg,b,51 Peg b,Radial Velocity,1,4.23078500,0.052700,0.013000,,0.47200,Msini,,,0,0,0,0,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,15.47,5.500,V (Johnson),5.256,5793.00,1.12,1.20,2014-05-14,0,1,0,0,0,0,3.41000e+00,2450001.510000,58.0000,55.940,,,,0.47200,,150.00900,150.00900,,,,,,,,,,,<a refstr=BUTLER_ET_AL__2006 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2006ApJ...646..505B target=ref> Butler et al. 2006 </a>,1995,<a refstr=MAYOR___QUELOZ_1995 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1995Natur.378..355M target=ref> Mayor & Queloz 1995 </a>,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph,3,0,62,44,http://exoplanet.eu/catalog/51_peg_b/,http://exoplanets.org/detail/51_Peg_b,1995-11,HD 217014,HIP 113357,22.95777181,90.062611,-34.727214,354.284094,25.186477,64.65,64.65,15.47,207.400,62.100,216.500,207.400,62.100,216.500,-33.25,4.25,G2.5 IV,4.33,,,0.200,[Fe/H],4.000,2.0000,0.148,-5.080,,,6,0,1,5,0,4,4,6.370,5.500,6.170,,,4.655,4.234,3.911,3.909,3.624,3.929,3.904,,,,,3.948e+00,3.649e+00,,3.546e+00,3.407e+00,1.184e+00,-9.160e-01,24,0.200,0.670,,,0.421,0.323,0.744,0.420,0.234,0.374,20
26,55 Cnc,b,55 Cnc b,Radial Velocity,5,14.65152000,0.115227,0.003400,90.000,0.83060,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,2014-10-29,0,1,0,0,0,0,9.15000e+00,,98.0000,71.400,,,0.83060,,263.97850,,263.97850,,,,,,,,,,,<a refstr=BALUEV_2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,1996,<a refstr=BUTLER_ET_AL__1997 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1997ApJ...474L.115B target=ref> Butler et al. 1997 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,110,49,http://exoplanet.eu/catalog/55_cnc_b/,http://exoplanets.org/detail/55_Cnc_b,1997-01,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,12.59,-485.900,-233.700,539.100,-485.900,-233.700,539.100,27.40,4.80,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200,2.5000,0.165,-5.040,27.740,,10,0,1,9,0,5,11,,5.960,6.830,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.050e+00,3.922e+00,,3.654e+00,2.886e+00,1.184e+00,-9.160e-01,30,,0.870,,,0.503,0.250,0.753,0.536,0.357,0.415,11
27,55 Cnc,c,55 Cnc c,Radial Velocity,5,44.41750000,0.241376,0.020000,90.000,0.17140,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,2014-10-29,0,1,0,0,0,0,1.92000e+01,,51.0000,10.180,,,0.17140,,54.47380,,54.47380,,,,,,,,,,,<a refstr=BALUEV_2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,2004,<a refstr=MCARTHUR_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...614L..81M target=ref> McArthur et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,85,49,http://exoplanet.eu/catalog/55_cnc_c/,http://exoplanets.org/detail/55_Cnc_c,2004-10,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,12.59,-485.900,-233.700,539.100,-485.900,-233.700,539.100,27.40,4.80,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200,2.5000,0.165,-5.040,27.740,,10,0,1,9,0,5,11,,5.960,6.830,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.050e+00,3.922e+00,,3.654e+00,2.886e+00,1.184e+00,-9.160e-01,30,,0.870,,,0.503,0.250,0.753,0.536,0.357,0.415,11
28,55 Cnc,d,55 Cnc d,Radial Velocity,5,4825.00000000,5.503000,0.019000,90.000,3.87800,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,2014-10-29,0,1,0,0,0,0,4.37000e+02,,44.0000,48.290,,,3.87800,,1232.49300,,1232.49300,,,,,,,,,,,<a refstr=BALUEV_2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,2002,<a refstr=MARCY_ET_AL__2002 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2002ApJ...581.1375M target=ref> Marcy et al. 2002 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,99,49,http://exoplanet.eu/catalog/55_cnc_d/,http://exoplanets.org/detail/55_Cnc_d,2002-12,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,12.59,-485.900,-233.700,539.100,-485.900,-233.700,539.100,27.40,4.80,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200,2.5000,0.165,-5.040,27.740,,10,0,1,9,0,5,11,,5.960,6.830,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.050e+00,3.922e+00,,3.654e+00,2.886e+00,1.184e+00,-9.160e-01,30,,0.870,,,0.503,0.250,0.753,0.536,0.357,0.415,11
29,55 Cnc,e,55 Cnc e,Radial Velocity,5,0.73653900,0.015440,,83.300,0.02542,Mass,0.170,6.40000,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,2016-07-07,1,1,0,0,0,0,1.23000e+00,,,,,,0.02542,,8.08000,,8.08000,1.910,0.018,,,2455733.013000,BJD-TDB,0.4100,0.015400,,0.01870,<a refstr=DEMORY_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.532..207D target=ref>Demory et al. 2016</a>,2004,<a refstr=MCARTHUR_ET_AL__2004 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2004ApJ...614L..81M target=ref> McArthur et al. 2004 </a>,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,3,0,129,54,http://exoplanet.eu/catalog/55_cnc_e/,http://exoplanets.org/detail/55_Cnc_e,2004-10,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,12.59,-485.900,-233.700,539.100,-485.900,-233.700,539.100,27.40,4.80,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200,2.5000,0.165,-5.040,27.740,,10,0,1,9,0,5,11,,5.960,6.830,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.050e+00,3.922e+00,,3.654e+00,2.886e+00,1.184e+00,-9.160e-01,30,,0.870,,,0.503,0.250,0.753,0.536,0.357,0.415,11
30,55 Cnc,f,55 Cnc f,Radial Velocity,5,262.00000000,0.788000,0.305000,90.000,0.14100,Mass,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.59,5.960,V (Johnson),5.714,5196.00,0.91,0.94,2014-10-29,0,1,0,0,0,0,6.26000e+01,,166.0000,4.870,,,0.14100,,44.81200,,44.81200,,,,,,,,,,,<a refstr=BALUEV_2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.446.1493B target=ref>Baluev 2015</a>,2007,<a refstr=FISCHER_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008ApJ...675..790F target=ref> Fischer et al. 2008 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,78,49,http://exoplanet.eu/catalog/55_cnc_f/,http://exoplanets.org/detail/55_Cnc_f,2008-03,HD 75732,HIP 43587,8.87661438,196.794709,37.698968,127.732452,10.367085,79.43,79.43,12.59,-485.900,-233.700,539.100,-485.900,-233.700,539.100,27.40,4.80,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200,2.5000,0.165,-5.040,27.740,,10,0,1,9,0,5,11,,5.960,6.830,,,4.768,4.265,4.015,4.001,3.296,4.051,4.014,,,,,4.050e+00,3.922e+00,,3.654e+00,2.886e+00,1.184e+00,-9.160e-01,30,,0.870,,,0.503,0.250,0.753,0.536,0.357,0.415,11
31,6 Lyn,b,6 Lyn b,Radial Velocity,1,874.77400000,2.180000,0.125000,,2.21000,Msini,,,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,54.74,5.855,V (Johnson),5.588,4978.00,1.70,5.20,2015-09-03,0,1,0,0,0,0,3.98000e+01,2454024.500000,314.9000,31.530,,,,2.21000,,702.40430,702.40430,,,,,,JD,,,,,<a refstr=BOWLER_ET_AL__2010 href=http://adsabs.harvard.edu/abs/2010ApJ...709..396B target=ref> Bowler et al. 2010 </a>,2008,<a refstr=SATO_ET_AL__2008 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2008PASJ...60.1317S target=ref> Sato et al. 2008 </a>,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,3,0,36,23,http://exoplanet.eu/catalog/6_lyn_b/,http://exoplanets.org/detail/6_Lyn_b,2008-12,HD 45410,HIP 31039,6.51308543,156.971465,20.189874,94.938691,34.855212,18.27,18.27,54.74,-30.400,-338.700,340.000,-30.400,-338.700,340.000,39.70,5.00,K0 III-IV,3.16,1.176,,-0.130,[Fe/H],,1.3200,0.127,,,,2,0,1,1,0,3,0,7.480,5.855,6.820,,,4.272,3.825,3.701,3.662,2.916,3.689,3.589,,,,,,,,3.173e+00,3.150e+00,1.184e+00,-9.160e-01,21,0.660,0.940,,,0.447,0.124,0.571,0.574,0.332,0.411,10
32,61 Vir,b,61 Vir b,Radial Velocity,3,4.21500000,0.050201,0.120000,,0.01600,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,4.740,V (Johnson),4.477,5577.00,0.94,0.96,2014-05-14,0,1,0,0,0,0,5.90000e+00,,105.0000,2.120,,,,0.01600,,5.10000,5.10000,,,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a refstr=VOGT_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,42,46,http://exoplanet.eu/catalog/61_vir_b/,http://exoplanets.org/detail/61_Vir_b,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.007200,-9.297809,117.57,117.57,8.51,-1070.800,-1063.000,1508.800,-1070.800,-1063.000,1508.800,-8.20,4.50,G5 V,4.34,-0.095,,-0.010,[Fe/H],8.960,1.9000,0.156,-5.040,26.870,,7,0,1,6,0,4,9,5.710,4.740,5.450,4.330,3.970,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.008e+00,1.502e+00,,2.597e+00,2.651e+00,1.184e+00,-1.117e+00,36,0.260,0.710,0.755,0.395,0.360,0.018,0.378,0.433,0.252,0.332,21
33,61 Vir,c,61 Vir c,Radial Velocity,3,38.02100000,0.217500,0.140000,,0.05700,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,4.740,V (Johnson),4.477,5577.00,0.94,0.96,2014-05-14,0,1,0,0,0,0,2.56000e+01,,341.0000,3.620,,,,0.05700,,18.20000,18.20000,,,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a refstr=VOGT_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,42,46,http://exoplanet.eu/catalog/61_vir_c/,http://exoplanets.org/detail/61_Vir_c,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.007200,-9.297809,117.57,117.57,8.51,-1070.800,-1063.000,1508.800,-1070.800,-1063.000,1508.800,-8.20,4.50,G5 V,4.34,-0.095,,-0.010,[Fe/H],8.960,1.9000,0.156,-5.040,26.870,,7,0,1,6,0,4,9,5.710,4.740,5.450,4.330,3.970,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.008e+00,1.502e+00,,2.597e+00,2.651e+00,1.184e+00,-1.117e+00,36,0.260,0.710,0.755,0.395,0.360,0.018,0.378,0.433,0.252,0.332,21
34,61 Vir,d,61 Vir d,Radial Velocity,3,123.01000000,0.476000,0.350000,,0.07200,Msini,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,4.740,V (Johnson),4.477,5577.00,0.94,0.96,2014-05-14,0,1,0,0,0,0,5.60000e+01,,314.0000,3.250,,,,0.07200,,22.90000,22.90000,,,,,,,,,,,<a refstr=VOGT_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,2009,<a refstr=VOGT_ET_AL__2010 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2010ApJ...708.1366V target=ref> Vogt et al. 2010 </a>,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,3,0,42,46,http://exoplanet.eu/catalog/61_vir_d/,http://exoplanets.org/detail/61_Vir_d,2010-01,HD 115617,HIP 64924,13.30675456,311.859025,44.092637,205.007200,-9.297809,117.57,117.57,8.51,-1070.800,-1063.000,1508.800,-1070.800,-1063.000,1508.800,-8.20,4.50,G5 V,4.34,-0.095,,-0.010,[Fe/H],8.960,1.9000,0.156,-5.040,26.870,,7,0,1,6,0,4,9,5.710,4.740,5.450,4.330,3.970,3.334,2.974,2.956,2.144,2.791,3.091,2.986,,,,,3.008e+00,1.502e+00,,2.597e+00,2.651e+00,1.184e+00,-1.117e+00,36,0.260,0.710,0.755,0.395,0.360,0.018,0.378,0.433,0.252,0.332,21
35,7 CMa,b,7 CMa b,Radial Velocity,1,796.00000000,1.930000,0.220000,,2.46000,Msini,,,0,0,0,0,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,3.920,V (Johnson),3.578,4792.00,1.52,2.30,2015-10-22,0,1,0,0,0,0,9.74000e+01,2454093.000000,77.0000,41.800,,,,2.46000,,781.86180,781.86180,,,,,,,,,,,<a refstr=WITTENMYER_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.455.1398W target=ref>Wittenmyer et al. 2016</a>,2011,<a refstr=WITTENMYER_ET_AL__2011 href=http://adsabs.harvard.edu/abs/2011arXiv1111.1007W target=ref> Wittenmyer et al. 2011 </a>,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,3,0,32,27,http://exoplanet.eu/catalog/7_cma_b/,http://exoplanets.org/detail/7_CMa_b,2011-12,HD 47205,HIP 31592,6.61139933,228.688399,-11.796021,101.741914,-42.322075,50.46,50.46,19.82,62.000,-72.800,95.600,62.000,-72.800,95.600,,5.10,K1 III,3.25,1.053,,0.210,[Fe/H],,1.1500,,,,,2,0,1,1,0,4,0,5.970,3.920,4.970,3.410,2.935,2.173,1.679,1.564,-0.682,-0.525,1.653,1.541,,,,,,,,1.167e+00,1.165e+00,1.226e+00,-9.160e-01,32,1.000,1.050,1.025,0.550,0.494,0.115,0.609,,,,15
36,70 Vir,b,70 Vir b,Radial Velocity,1,116.68840000,0.480000,0.400000,,7.62000,Msini,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,4.980,V (Johnson),4.709,5531.00,1.14,1.84,2018-09-06,0,1,0,0,0,0,2.68000e+01,,,316.300,,,,7.62000,,2421.86460,2421.86460,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017AJ....153..136S target=ref>Stassun et al. 2017</a>,1996,<a refstr=MARCY___BUTLER_1996 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=1996ApJ...464L.147M target=ref> Marcy & Butler 1996 </a>,Ground,Lick Observatory,3.0 m C. Donald Shane Telescope,Hamilton Echelle Spectrograph,3,0,64,40,http://exoplanet.eu/catalog/70_vir_b/,http://exoplanets.org/detail/70_Vir_b,1996-06,HD 117176,HIP 65721,13.47383626,337.665279,74.100664,194.970818,21.340775,55.83,55.83,17.91,-235.600,-576.300,622.600,-235.600,-576.300,622.600,4.60,4.40,G4 V,3.97,,,-0.060,[Fe/H],,1.5600,0.165,-4.990,,,6,0,1,5,0,4,2,5.950,4.980,5.690,,,3.798,3.457,3.500,2.490,2.951,3.257,3.186,,,,,3.212e+00,2.584e+00,,2.730e+00,2.757e+00,1.184e+00,-9.160e-01,28,0.260,0.710,,,0.341,-0.043,0.298,0.443,0.235,0.359,14
